sheet,state_name,constituency_name,number_of_polling_stations,dates_polling,dates_counting,dates_results,result_winner_name,result_winner_party,result_winner_votes,result_runner_up_name,result_runner_up_party,result_runner_up_votes,result_margin,candidate_Nominated_m,candidate_Nomination Rejected_m,candidate_Withdrawn_m,candidate_Contested_m,candidate_Forfeited Deposit_m,candidate_Nominated_w,candidate_Nomination Rejected_w,candidate_Withdrawn_w,candidate_Contested_w,candidate_Forfeited Deposit_w,candidate_Nominated_t,candidate_Nomination Rejected_t,candidate_Withdrawn_t,candidate_Contested_t,candidate_Forfeited Deposit_t,candidate_Nominated_total,candidate_Nomination Rejected_total,candidate_Withdrawn_total,candidate_Contested_total,candidate_Forfeited Deposit_total,elector_General_m,elector_OverSeas_m,elector_Service_m,elector_Total_m,elector_General_w,elector_OverSeas_w,elector_Service_w,elector_Total_w,elector_General_t,elector_OverSeas_t,elector_Service_t,elector_Total_t,elector_General_total,elector_OverSeas_total,elector_Service_total,elector_Total_total,voter_General_m,voter_Overseas_m,voter_Proxy_m,voter_Postal_m,voter_Total_m,voter_Votes Rejected due to other Reason_m,voter_POLLING PERCENTAGE_m,voter_General_w,voter_Overseas_w,voter_Proxy_w,voter_Postal_w,voter_Total_w,voter_Votes Rejected due to other Reason_w,voter_POLLING PERCENTAGE_w,voter_General_t,voter_Overseas_t,voter_Proxy_t,voter_Postal_t,voter_Total_t,voter_Votes Rejected due to other Reason_t,voter_POLLING PERCENTAGE_t,voter_General_total,voter_Overseas_total,voter_Proxy_total,voter_Postal_total,voter_Total_total,voter_Votes Rejected due to other Reason_total,voter_POLLING PERCENTAGE_total,votes_Total Votes Polled On EVM,votes_Total Deducted Votes From EVM,votes_Total Valid Votes polled on EVM,votes_Postal Votes Counted,votes_Postal Votes Deducted,votes_Valid Postal Votes,votes_Total Valid Votes Polled,votes_Test Votes polled On EVM,votes_Votes Polled for 'NOTA'(Including Postal),votes_Tendered Votes
S01-20,Andhra Pradesh-S01,Hindupur-GEN,1909,11/04/2019,23/05/2019,23/05/2019,KURUVA GORANTLA MADHAV,Yuvajana Sramika Rythu Congress Party,706602,KRISTAPPA . NIMMALA,Telugu Desam,565854,140748,11,2,0,9,7,1,1,0,0,0,0,0,0,0,0,12,3,0,9,7,794000,14,1423,795437,782683,1,25,782709,72,0,0,72,1576755,15,1448,1578218,672703,0,NA,NA,NA,NA,NA,654120,0,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,1326843,0,0,13184,1340027,0,84.810000000000002,1326843,17356,1309487,13184,1585,11599,1321086,0,17428,0
S01-21,Andhra Pradesh-S01,Kadapa-GEN,1922,11/04/2019,23/05/2019,23/05/2019,Y.S.Avinash Reddy,Yuvajana Sramika Rythu Congress Party,783499,Adi Narayana Reddy Chadipirala,Telugu Desam,402773,380726,23,7,2,14,12,1,0,0,1,1,0,0,0,0,0,24,7,2,15,13,772621,64,1908,774593,795457,12,34,795503,234,0,0,234,1568312,76,1942,1570330,593730,0,NA,NA,NA,NA,NA,625851,0,NA,NA,NA,NA,NA,67,0,NA,NA,NA,NA,NA,1219648,0,0,15899,1235547,0,78.219999999999999,1219648,14629,1205019,15899,7368,8531,1213550,0,14692,85
S01-22,Andhra Pradesh-S01,Nellore-GEN,1944,11/04/2019,23/05/2019,24/05/2019,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,683830,Beeda Masthan Rao,Telugu Desam,535259,148571,21,7,1,13,11,0,0,0,0,0,0,0,0,0,0,21,7,1,13,11,821216,130,520,821866,850700,27,19,850746,233,0,0,233,1672149,157,539,1672845,629756,0,NA,NA,NA,NA,NA,644145,0,NA,NA,NA,NA,NA,33,0,NA,NA,NA,NA,NA,1273934,0,0,15227,1289161,0,76.939999999999998,1273934,17128,1256806,15227,2158,13069,1269875,0,17161,6
S01-23,Andhra Pradesh-S01,Tirupati -SC,1987,11/04/2019,23/05/2019,23/05/2019,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,722877,Panabaka Lakshmi,Telugu Desam,494501,228376,14,3,0,11,10,3,2,0,1,0,0,0,0,0,0,17,5,0,12,10,809994,153,430,810577,839565,36,20,839621,255,0,0,255,1649814,189,450,1650453,643590,0,NA,NA,NA,NA,NA,660641,0,NA,NA,NA,NA,NA,31,0,NA,NA,NA,NA,NA,1304262,0,0,12211,1316473,0,79.590000000000003,1304262,25750,1278512,12211,2989,9222,1287734,0,25781,0
S01-24,Andhra Pradesh-S01,Rajampet-GEN,1892,11/04/2019,23/05/2019,23/05/2019,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,702211,D A SATHYA PRABHA,Telugu Desam,433927,268284,16,5,3,8,7,4,3,0,1,0,0,0,0,0,0,20,8,3,9,7,764829,817,1510,767156,779336,246,39,779621,161,0,0,161,1544326,1063,1549,1546938,597375,0,NA,NA,NA,NA,NA,615378,0,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,1212774,0,0,13378,1226152,0,79.150000000000006,1212774,21289,1191485,13378,1848,11530,1203015,0,21339,0
S01-25,Andhra Pradesh-S01,Chittoor -SC,1883,11/04/2019,23/05/2019,23/05/2019,N. REDDEPPA,Yuvajana Sramika Rythu Congress Party,686792,NARAMALLI SIVA PRASAD,Telugu Desam,549521,137271,9,1,0,8,6,1,1,0,0,0,0,0,0,0,0,10,2,0,8,6,776363,68,3271,779702,786572,20,53,786645,152,0,0,152,1563087,88,3324,1566499,650995,0,NA,NA,NA,NA,NA,658150,0,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,1309172,0,0,10463,1319635,0,84.230000000000004,1309172,20503,1288669,10463,216,10247,1298916,0,20556,0
S02-1,Arunachal Pradesh-S02,ARUNACHAL WEST-GEN,1297,11/04/2019,23/05/2019,24/05/2019,KIREN RIJIJU,Bharatiya Janata Party,225796,NABAM TUKI,Indian National Congress,50953,174843,6,NA,0,6,5,1,0,0,1,1,0,0,0,0,0,7,0,0,7,6,223234,NA,2538,225772,237980,0,23,238003,0,0,0,0,461214,0,2561,463775,160826,0,NA,NA,NA,NA,NA,183297,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,344123,0,0,19924,364047,0,77.260000000000005,344123,1837,342286,19924,5789,14135,356421,0,1889,3
S02-2,Arunachal Pradesh-S02,ARUNACHAL EAST-GEN,905,11/04/2019,23/05/2019,23/05/2019,Tapir Gao,Bharatiya Janata Party,153883,Lowangcha Wanglat,Indian National Congress,83935,69948,5,NA,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,171222,NA,2753,173975,165813,0,0,165813,0,0,0,0,337035,0,2753,339788,139963,0,NA,NA,NA,NA,NA,142891,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,282854,0,0,12865,295719,0,86.459999999999994,282854,5490,277364,12865,2023,10842,288206,0,5575,1
S03-1,Assam-S03,Karimganj -SC,1721,18/04/2019,23/05/2019,23/05/2019,KRIPANATH MALLAH,Bharatiya Janata Party,473046,RADHESHYAM BISWAS,All India United Democratic Front,434657,38389,19,NA,5,14,12,0,0,0,0,0,0,0,0,0,0,19,0,5,14,12,696638,NA,2140,698778,641349,0,28,641377,18,0,0,18,1338005,0,2168,1340173,556550,0,NA,NA,NA,NA,NA,502069,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1058619,0,0,2541,1061160,0,79.099999999999994,1058619,6548,1052071,2541,1095,1446,1053517,0,6555,0
S03-2,Assam-S03,Silchar-GEN,1461,18/04/2019,23/05/2019,23/05/2019,RAJDEEP ROY,Bharatiya Janata Party,499414,SUSHMITA DEV,Indian National Congress,417818,81596,12,NA,1,11,10,2,0,0,2,1,0,0,0,0,0,14,0,1,13,11,613931,NA,4378,618309,577283,0,53,577336,75,0,0,75,1191289,0,4431,1195720,485516,0,NA,NA,NA,NA,NA,459284,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,944802,0,0,5888,950690,0,79.420000000000002,944802,8525,936277,5888,1016,4872,941149,0,8547,6
S03-3,Assam-S03,Autonomous District-ST,1174,18/04/2019,23/05/2019,23/05/2019,HOREN SING BEY,Bharatiya Janata Party,381316,BIREN SINGH ENGTI,Indian National Congress,141690,239626,6,1,0,5,3,0,0,0,0,0,0,0,0,0,0,6,1,0,5,3,404528,NA,856,405384,390551,0,4,390555,6,0,0,6,795085,0,860,795945,312945,0,NA,NA,NA,NA,NA,302927,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,615872,0,0,1986,617858,0,77.609999999999999,615872,8160,607712,1986,157,1829,609541,0,8194,0
S03-4,Assam-S03,Dhubri-GEN,2450,23/04/2019,23/05/2019,24/05/2019,BADRUDDIN AJMAL,All India United Democratic Front,718764,ABU TAHER BEPARI,Indian National Congress,492506,226258,15,NA,1,14,11,2,0,1,1,1,0,0,0,0,0,17,0,2,15,12,948971,NA,2358,951329,907173,0,40,907213,24,0,0,24,1856168,0,2398,1858566,862010,0,NA,NA,NA,NA,NA,820604,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1682616,0,0,2442,1685058,0,90.659999999999997,1682616,8963,1673653,2442,68,2374,1676027,0,8978,0
S03-5,Assam-S03,Kokrajhar-ST,2347,23/04/2019,23/05/2019,24/05/2019,Naba Kumar Sarania,Independent,484560,Pramila Rani Brahma,Bodoland Peoples Front,446774,37786,11,3,0,8,6,1,0,0,1,0,0,0,0,0,0,12,3,0,9,6,900318,NA,10799,911117,865066,0,136,865202,39,0,0,39,1765423,0,10935,1776358,751087,0,NA,NA,NA,NA,NA,718477,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1469564,0,0,10180,1479744,0,83.290000000000006,1469564,15867,1453697,10180,380,9800,1463497,0,15988,0
S03-6,Assam-S03,Barpeta-GEN,2188,23/04/2019,23/05/2019,24/05/2019,Abdul Khaleque,Indian National Congress,645173,Kumar Deepak Das,Asom Gana Parishad,504866,140307,12,NA,1,11,8,2,0,0,2,2,0,0,0,0,0,14,0,1,13,10,865300,NA,7791,873091,811538,0,504,812042,16,0,0,16,1676854,0,8295,1685149,750196,0,NA,NA,NA,NA,NA,702041,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1452238,0,0,6570,1458808,0,86.549999999999997,1452238,9648,1442590,6570,345,6225,1448815,0,9734,0
S03-7,Assam-S03,Gauhati-GEN,2592,23/04/2019,23/05/2019,24/05/2019,QUEEN OJA,Bharatiya Janata Party,1008936,BOBBEETA SHARMA,Indian National Congress,663330,345606,14,NA,2,12,12,5,0,0,5,3,0,0,0,0,0,19,0,2,17,15,1100746,NA,2630,1103376,1077793,0,72,1077865,78,0,0,78,2178617,0,2702,2181319,899023,0,NA,NA,NA,NA,NA,862213,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1761240,0,0,2710,1763950,0,80.859999999999999,1761241,10443,1750798,2710,217,2493,1753291,1,10466,6
S03-8,Assam-S03,Mangaldoi-GEN,2353,18/04/2019,23/05/2019,23/05/2019,DILIP SAIKIA,Bharatiya Janata Party,735469,BHUBANESWAR KALITA,Indian National Congress,596924,138545,12,2,0,10,8,1,0,0,1,1,0,0,0,0,0,13,2,0,11,9,920977,NA,4578,925555,874520,0,130,874650,32,0,0,32,1795529,0,4708,1800237,777107,0,NA,NA,NA,NA,NA,724548,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1501655,0,0,4764,1506419,0,83.659999999999997,1501655,18495,1483160,4764,335,4429,1487589,0,18518,0
S03-9,Assam-S03,Tezpur-GEN,1880,11/04/2019,23/05/2019,24/05/2019,PALLAB LOCHAN DAS,Bharatiya Janata Party,684166,M.G.V.K. BHANU,Indian National Congress,441325,242841,10,2,1,7,5,0,0,0,0,0,0,0,0,0,0,10,2,1,7,5,763599,NA,4623,768222,731248,0,138,731386,31,0,0,31,1494878,0,4761,1499639,598677,0,NA,NA,NA,NA,NA,587656,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1186335,0,0,5550,1191885,0,79.370000000000005,1186335,15588,1170747,5550,1727,3823,1174570,0,15626,0
S03-10,Assam-S03,Nowgong-GEN,2283,18/04/2019,23/05/2019,24/05/2019,Pradyut Bordoloi,Indian National Congress,739724,Sri Rupak Sharma,Bharatiya Janata Party,722972,16752,7,NA,0,7,5,1,1,0,0,0,0,0,0,0,0,8,1,0,7,5,918386,NA,3894,922280,872249,0,70,872319,49,0,0,49,1790684,0,3964,1794648,761620,0,NA,NA,NA,NA,NA,728706,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1490329,0,0,3295,1493624,0,83.219999999999999,1490329,10737,1479592,3295,169,3126,1482718,0,10757,0
S03-11,Assam-S03,Kaliabor-GEN,2174,11/04/2019,23/05/2019,24/05/2019,Gaurav Gogoi,Indian National Congress,786092,Moni Madhab Mahanta,Asom Gana Parishad,576098,209994,7,NA,0,7,5,0,0,0,0,0,0,0,0,0,0,7,0,0,7,5,883388,NA,3267,886655,848176,0,61,848237,46,0,0,46,1731610,0,3328,1734938,728541,0,NA,NA,NA,NA,NA,693125,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1421671,0,0,3124,1424795,0,82.120000000000005,1421671,15845,1405826,3124,176,2948,1408774,0,15913,0
S03-12,Assam-S03,Jorhat-GEN,1753,11/04/2019,23/05/2019,23/05/2019,TOPON KUMAR GOGOI,Bharatiya Janata Party,543288,SUSHANTA BORGOHAIN,Indian National Congress,460635,82653,6,NA,0,6,4,2,0,0,2,2,0,0,0,0,0,8,0,0,8,6,689038,NA,4608,693646,671283,0,99,671382,7,0,0,7,1360328,0,4707,1365035,535678,0,NA,NA,NA,NA,NA,518560,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1054239,0,0,4581,1058820,0,77.5,1054239,12536,1041703,4581,888,3693,1045396,0,12569,3
S03-13,Assam-S03,Dibrugarh-GEN,1657,11/04/2019,23/05/2019,23/05/2019,RAMESWAR TELI,Bharatiya Janata Party,659583,PABAN SINGH GHATOWAR,Indian National Congress,295017,364566,8,NA,0,8,6,0,0,0,0,0,0,0,0,0,0,8,0,0,8,6,662634,NA,2058,664692,649533,0,66,649599,28,0,0,28,1312195,0,2124,1314319,514418,0,NA,NA,NA,NA,NA,499258,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1013677,0,0,2315,1015992,0,77.280000000000001,1013677,21240,992437,2315,292,2023,994460,0,21288,21
S03-14,Assam-S03,Lakhimpur-GEN,2110,11/04/2019,23/05/2019,24/05/2019,PRADAN BARUAH,Bharatiya Janata Party,776406,ANIL BORGOHAIN,Indian National Congress,425855,350551,12,NA,1,11,9,0,0,0,0,0,0,0,0,0,0,12,0,1,11,9,866675,NA,3471,870146,837730,0,95,837825,42,0,0,42,1704447,0,3566,1708013,651081,0,NA,NA,NA,NA,NA,628945,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1280028,0,0,3922,1283950,0,75.150000000000006,1280028,15187,1264841,3922,394,3528,1268369,0,15220,0
S04-1,Bihar-S04,Valmiki Nagar-GEN,1701,12/05/2019,23/05/2019,23/05/2019,BAIDYANATH PRASAD MAHTO,Janata Dal  (United),602660,SHASHWAT KEDAR,Indian National Congress,248044,354616,16,4,0,12,10,1,0,0,1,1,0,0,0,0,0,17,4,0,13,11,893428,NA,1403,894831,770524,0,51,770575,96,0,0,96,1664048,0,1454,1665502,530289,0,NA,NA,NA,NA,NA,499397,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1029688,0,0,2543,1032231,0,61.969999999999999,1029688,34311,995377,2543,168,2375,997752,0,34338,0
S04-2,Bihar-S04,Paschim Champaran-GEN,1647,12/05/2019,23/05/2019,23/05/2019,DR. SANJAY JAISWAL,Bharatiya Janata Party,603706,BRIJESH KUMAR KUSHWAHA,Rashtriya Lok Samta Party,309800,293906,17,8,0,9,7,1,0,1,0,0,0,0,0,0,0,18,8,1,9,7,876758,NA,2607,879365,754309,0,87,754396,63,0,0,63,1631130,0,2694,1633824,524330,0,NA,NA,NA,NA,NA,483548,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,1007883,0,0,5490,1013373,0,62,1007883,45637,962246,5490,499,4991,967237,0,45699,0
S04-3,Bihar-S04,Purvi Champaran-GEN,1611,12/05/2019,23/05/2019,23/05/2019,RADHA MOHAN SINGH,Bharatiya Janata Party,577787,AAKASH KUMAR SINGH,Rashtriya Lok Samta Party,284139,293648,24,NA,3,21,19,1,0,0,1,1,0,0,0,0,0,25,0,3,22,20,881809,NA,2112,883921,774609,0,116,774725,26,0,0,26,1656444,0,2228,1658672,502773,0,NA,NA,NA,NA,NA,490037,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,992810,0,0,7325,1000135,0,60.25,992810,22644,970166,7325,797,6528,976694,0,22706,0
S04-4,Bihar-S04,Sheohar-GEN,1670,12/05/2019,23/05/2019,23/05/2019,RAMA DEVI,Bharatiya Janata Party,608678,SYED FAISAL ALI,Rashtriya Janata Dal,268318,340360,24,7,0,17,16,2,1,0,1,0,0,0,0,0,0,26,8,0,18,16,895320,NA,1371,896691,789406,0,50,789456,68,0,0,68,1684794,0,1421,1686215,500312,0,NA,NA,NA,NA,NA,500529,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1000841,0,0,4086,1004927,0,59.57,1000841,6971,993870,4086,414,3672,997542,0,7017,0
S04-5,Bihar-S04,Sitamarhi-GEN,1776,06/05/2019,23/05/2019,23/05/2019,Sunil Kumar Pintu,Janata Dal  (United),567745,Arjun Ray,Rashtriya Janata Dal,317206,250539,22,2,0,20,18,2,1,1,0,0,0,0,0,0,0,24,3,1,20,18,927085,NA,1616,928701,823630,0,67,823697,56,0,0,56,1750771,0,1683,1752454,504721,0,NA,NA,NA,NA,NA,529645,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1034367,0,0,5233,1039600,0,59.280000000000001,1034367,10278,1024089,5233,791,4442,1028531,0,10318,0
S04-6,Bihar-S04,Madhubani-GEN,1837,06/05/2019,23/05/2019,23/05/2019,ASHOK KUMAR YADAV,Bharatiya Janata Party,595843,BADRI KUMAR PURBEY,Vikassheel Insaan Party,140903,454940,20,2,3,15,14,2,0,0,2,2,0,0,0,0,0,22,2,3,17,16,944657,NA,1516,946173,846458,0,116,846574,51,0,0,51,1791166,0,1632,1792798,454516,0,NA,NA,NA,NA,NA,507776,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,962294,0,0,2412,964706,0,53.75,962294,5602,956692,2412,1019,1393,958085,0,5623,0
S04-7,Bihar-S04,Jhanjharpur-GEN,1929,23/04/2019,23/05/2019,23/05/2019,Ramprit Mandal,Janata Dal  (United),602391,GULAB YADAV,Rashtriya Janata Dal,279440,322951,20,3,0,17,15,0,0,0,0,0,0,0,0,0,0,20,3,0,17,15,968797,NA,1766,970563,881622,0,165,881787,67,0,0,67,1850486,0,1931,1852417,496451,0,NA,NA,NA,NA,NA,562801,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1059252,0,0,3139,1062391,0,57.25,1059252,9161,1050091,3139,1871,1268,1051359,0,9203,0
S04-8,Bihar-S04,Supaul-GEN,1770,23/04/2019,23/05/2019,23/05/2019,Dileshwar Kamait,Janata Dal  (United),597377,Ranjeet Ranjan,Indian National Congress,330524,266853,22,3,1,18,17,2,0,0,2,1,0,0,0,0,0,24,3,1,20,18,879230,NA,1307,880537,810014,0,40,810054,29,0,0,29,1689273,0,1347,1690620,529157,0,NA,NA,NA,NA,NA,580683,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1109840,0,0,1156,1110996,0,65.700000000000003,1109840,9322,1100518,1156,212,944,1101462,0,9343,0
S04-9,Bihar-S04,Araria-GEN,1723,23/04/2019,23/05/2019,23/05/2019,PRADEEP KUMAR SINGH,Bharatiya Janata Party,618434,SARFARAZ ALAM,Rashtriya Janata Dal,481193,137241,27,14,2,11,9,1,0,0,1,1,0,0,0,0,0,28,14,2,12,10,949714,NA,825,950539,854807,0,30,854837,63,0,0,63,1804584,0,855,1805439,575565,0,NA,NA,NA,NA,NA,593532,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1169098,0,0,643,1169741,0,64.780000000000001,1169098,20606,1148492,643,123,520,1149012,0,20618,0
S04-10,Bihar-S04,Kishanganj-GEN,1626,18/04/2019,23/05/2019,23/05/2019,Dr. Mohammad Jawed,Indian National Congress,367017,Syed Mahmood Ashraf,Janata Dal  (United),332551,34466,16,2,0,14,11,0,0,0,0,0,0,0,0,0,0,16,2,0,14,11,858904,NA,154,859058,800525,0,8,800533,60,0,0,60,1659489,0,162,1659651,537374,0,NA,NA,NA,NA,NA,563614,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,1100991,0,0,665,1101656,0,66.379999999999995,1100991,19719,1081272,665,56,609,1081881,0,19722,0
S04-11,Bihar-S04,Katihar-GEN,1667,18/04/2019,23/05/2019,23/05/2019,DULAL CHANDRA GOSWAMI,Janata Dal  (United),559423,TARIQ ANWAR,Indian National Congress,502220,57203,17,6,2,9,7,0,0,0,0,0,0,0,0,0,0,17,6,2,9,7,874742,NA,1352,876094,777147,0,35,777182,77,0,0,77,1651966,0,1387,1653353,554254,0,NA,NA,NA,NA,NA,562770,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1117024,0,0,1265,1118289,0,67.599999999999994,1117024,20572,1096452,1265,567,698,1097150,0,20584,0
S04-12,Bihar-S04,Purnia-GEN,1758,18/04/2019,23/05/2019,23/05/2019,SANTOSH KUMAR,Janata Dal  (United),632924,UDAY SINGH ALIAS PAPPU SINGH,Indian National Congress,369463,263461,16,1,0,15,13,1,0,0,1,1,0,0,0,0,0,17,1,0,16,14,915126,NA,1100,916226,848975,0,61,849036,50,0,0,50,1764151,0,1161,1765312,574694,0,NA,NA,NA,NA,NA,578456,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1153151,0,0,838,1153989,0,65.370000000000005,1153151,18557,1134594,838,61,777,1135371,0,18569,0
S04-13,Bihar-S04,Madhepura-GEN,1940,23/04/2019,23/05/2019,23/05/2019,Dinesh Chandra Yadav,Janata Dal  (United),624334,Sharad Yadav,Rashtriya Janata Dal,322807,301527,17,3,1,13,11,1,1,0,0,0,0,0,0,0,0,18,4,1,13,11,974876,NA,2146,977022,907763,0,67,907830,31,0,0,31,1882670,0,2213,1884883,552934,0,NA,NA,NA,NA,NA,592789,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1145723,0,0,1929,1147652,0,60.869999999999997,1145723,38429,1107294,1929,399,1530,1108824,0,38450,0
S04-14,Bihar-S04,Darbhanga-GEN,1664,29/04/2019,23/05/2019,23/05/2019,Gopal Jee Thakur,Bharatiya Janata Party,586668,Abdul Bari Siddiqui,Rashtriya Janata Dal,318689,267979,15,7,0,8,6,2,2,0,0,0,0,0,0,0,0,17,9,0,8,6,874949,NA,1269,876218,778501,0,71,778572,21,0,0,21,1653471,0,1340,1654811,468623,0,NA,NA,NA,NA,NA,493457,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,962082,0,0,3428,965510,0,58.310000000000002,962082,20444,941638,3428,538,2890,944528,0,20468,0
S04-15,Bihar-S04,Muzaffarpur-GEN,1748,06/05/2019,23/05/2019,23/05/2019,Ajay Nishad,Bharatiya Janata Party,666878,Raj Bhushan Choudhary,Vikassheel Insaan Party,256890,409988,35,15,0,20,18,2,0,0,2,2,0,0,0,0,0,37,15,0,22,20,920017,NA,2615,922632,807730,0,159,807889,32,0,0,32,1727779,0,2774,1730553,532392,0,NA,NA,NA,NA,NA,521572,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1053964,0,0,4543,1058507,0,61.140000000000001,1053964,9105,1044859,4543,487,4056,1048915,0,9171,0
S04-16,Bihar-S04,Vaishali-GEN,1803,12/05/2019,23/05/2019,23/05/2019,Veena Devi (W/o Dinesh Prasad Singh),Lok Jan Shakti Party,568215,Raghuvansh Prasad Singh,Rashtriya Janata Dal,333631,234584,28,14,0,14,13,8,0,0,8,7,0,0,0,0,0,36,14,0,22,20,930061,NA,2355,932416,803397,0,122,803519,48,0,0,48,1733506,0,2477,1735983,536923,0,NA,NA,NA,NA,NA,535176,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1072101,0,0,2650,1074751,0,61.909999999999997,1072101,9176,1062925,2650,62,2588,1065513,0,9217,0
S04-17,Bihar-S04,Gopalganj (SC)-SC,1906,12/05/2019,23/05/2019,23/05/2019,DR. ALOK KUMAR SUMAN,Janata Dal  (United),568150,SURENDRA RAM,Rashtriya Janata Dal,281716,286434,17,4,0,13,11,0,0,0,0,0,0,0,0,0,0,17,4,0,13,11,938734,NA,2027,940761,898550,0,130,898680,73,0,0,73,1837357,0,2157,1839514,476256,0,NA,NA,NA,NA,NA,539136,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1015394,0,0,10662,1026056,0,55.710000000000001,1015394,51565,963829,10662,1275,9387,973216,0,51660,0
S04-18,Bihar-S04,Siwan-GEN,1787,12/05/2019,23/05/2019,23/05/2019,Kavita Singh,Janata Dal  (United),448473,Hena Shahab,Rashtriya Janata Dal,331515,116958,19,3,1,15,15,5,1,0,4,2,0,0,0,0,0,24,4,1,19,17,938984,NA,4960,943944,855346,0,208,855554,53,0,0,53,1794383,0,5168,1799551,471597,0,NA,NA,NA,NA,NA,510554,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,982151,0,0,2699,984850,0,54.729999999999997,982151,8464,973687,2699,62,2637,976324,0,8486,0
S04-19,Bihar-S04,Maharajganj-GEN,1848,12/05/2019,23/05/2019,23/05/2019,"Janardan Singh 'Sigriwal""",Bharatiya Janata Party,546352,Randhir Kumar Singh,Rashtriya Janata Dal,315580,230772,14,4,0,10,8,2,1,0,1,1,0,0,0,0,0,16,5,0,11,9,950889,NA,6458,957347,849976,0,396,850372,49,0,0,49,1800914,0,6854,1807768,467023,0,NA,NA,NA,NA,NA,501866,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,968891,0,0,4098,972989,0,53.810000000000002,968891,22149,946742,4098,305,3793,950535,0,22168,0
S04-20,Bihar-S04,Saran-GEN,1711,06/05/2019,23/05/2019,23/05/2019,Rajiv Pratap Rudy,Bharatiya Janata Party,499986,Chandrika Roy,Rashtriya Janata Dal,361575,138411,15,3,0,12,10,0,0,0,0,0,0,0,0,0,0,15,3,0,12,10,891660,NA,5040,896700,770235,0,291,770526,27,0,0,27,1661922,0,5331,1667253,479986,0,NA,NA,NA,NA,NA,458722,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,938708,0,0,4907,943615,0,56.560000000000002,938708,28227,910481,4907,654,4253,914734,0,28286,0
S04-21,Bihar-S04,Hajipur (SC)-SC,1827,06/05/2019,23/05/2019,23/05/2019,PASHU PATI KUMAR PARAS,Lok Jan Shakti Party,541310,SHIV CHANDRA RAM,Rashtriya Janata Dal,335861,205449,23,14,0,9,7,4,2,0,2,2,0,0,0,0,0,27,16,0,11,9,978961,NA,5218,984179,839189,0,237,839426,59,0,0,59,1818209,0,5455,1823664,518835,0,NA,NA,NA,NA,NA,485247,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,1004086,0,0,3594,1007680,0,55.210000000000001,1004086,25194,978892,3594,925,2669,981561,0,25256,0
